<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.30	01:00:00	2381.848	2382.425	2376.471	2379.739	8856	0	179
2024.07.30	02:00:00	2379.678	2383.236	2378.520	2381.743	5777	0	179
2024.07.30	03:00:00	2381.789	2385.963	2381.454	2385.741	4998	0	179
2024.07.30	04:00:00	2385.730	2388.334	2385.637	2386.327	3933	0	179
2024.07.30	05:00:00	2386.400	2389.854	2386.006	2388.703	5505	0	179
2024.07.30	06:00:00	2388.734	2391.037	2387.762	2390.322	6511	0	179
2024.07.30	07:00:00	2390.364	2391.971	2388.849	2390.225	6116	0	179
2024.07.30	08:00:00	2390.264	2391.495	2388.564	2389.458	5135	0	179
2024.07.30	09:00:00	2389.451	2390.104	2387.795	2389.089	4521	0	179
2024.07.30	10:00:00	2389.044	2392.440	2387.867	2391.643	4842	0	179
2024.07.30	11:00:00	2391.659	2392.165	2386.872	2387.115	5062	0	179
2024.07.30	12:00:00	2387.109	2388.356	2385.669	2386.505	6606	0	179
2024.07.30	13:00:00	2386.552	2397.727	2385.784	2394.128	13249	0	179
2024.07.30	14:00:00	2394.048	2395.975	2387.516	2391.730	13435	0	179
2024.07.30	15:00:00	2391.682	2392.450	2383.320	2385.260	9751	0	179
2024.07.30	16:00:00	2385.303	2400.277	2384.953	2399.745	8193	0	179
2024.07.30	17:00:00	2399.773	2411.070	2399.773	2405.707	12758	0	179
2024.07.30	18:00:00	2405.735	2407.363	2403.606	2404.830	5195	0	179
2024.07.30	19:00:00	2404.847	2408.418	2403.779	2407.008	4472	0	179
2024.07.30	20:00:00	2406.975	2412.799	2406.947	2411.011	4858	0	179
2024.07.30	22:00:00	2409.447	2410.926	2408.001	2409.195	2881	0	179
2024.07.30	23:00:00	2409.225	2410.274	2408.512	2409.807	3098	0	179
2024.07.31	00:00:00	2409.810	2410.036	2407.824	2408.966	3992	0	179
2024.07.31	01:00:00	2408.919	2412.200	2403.876	2409.132	9364	0	179
2024.07.31	02:00:00	2409.071	2409.395	2404.085	2407.383	7103	0	179
2024.07.31	03:00:00	2407.377	2419.165	2407.162	2416.442	9279	0	179
2024.07.31	04:00:00	2416.473	2421.367	2414.385	2421.136	6068	0	179
2024.07.31	05:00:00	2421.136	2422.212	2417.296	2417.793	6072	0	179
2024.07.31	06:00:00	2417.752	2425.510	2416.469	2421.322	7541	0	179
2024.07.31	07:00:00	2421.364	2421.909	2415.850	2417.175	7187	0	179
2024.07.31	08:00:00	2417.137	2421.732	2415.436	2421.410	6912	0	179
2024.07.31	09:00:00	2421.434	2422.288	2417.847	2420.981	4897	0	179
2024.07.31	10:00:00	2421.012	2422.893	2417.587	2418.514	5056	0	179
2024.07.31	11:00:00	2418.406	2423.262	2418.093	2419.576	5689	0	179
2024.07.31	12:00:00	2419.629	2422.950	2417.270	2420.467	10156	0	179
2024.07.31	13:00:00	2420.479	2427.556	2417.811	2426.110	10972	0	179
2024.07.31	14:00:00	2426.141	2428.991	2419.183	2422.335	12686	0	179
2024.07.31	15:00:00	2422.385	2424.246	2419.982	2423.098	7979	0	179
2024.07.31	16:00:00	2423.139	2427.724	2422.405	2426.888	5775	0	179
2024.07.31	17:00:00	2426.930	2428.987	2425.716	2426.011	6131	0	179
2024.07.31	18:00:00	2426.131	2435.373	2421.537	2433.612	14945	0	179
2024.07.31	19:00:00	2433.571	2450.853	2431.119	2449.804	14998	0	179
2024.07.31	20:00:00	2449.758	2450.968	2446.193	2447.786	5680	0	179
2024.07.31	22:00:00	2449.173	2449.505	2446.974	2447.555	2863	0	179
2024.07.31	23:00:00	2447.594	2447.928	2444.095	2445.743	3220	0	179
2024.08.01	00:00:00	2445.725	2449.450	2445.233	2447.575	6357	0	179
2024.08.01	01:00:00	2447.539	2458.378	2446.053	2451.357	13857	0	179
2024.08.01	02:00:00	2451.407	2451.459	2437.256	2441.167	10290	0	179
2024.08.01	03:00:00	2441.205	2444.630	2439.321	2442.777	6925	0	179
2024.08.01	04:00:00	2442.769	2446.776	2442.418	2444.239	4955	0	179
2024.08.01	05:00:00	2444.212	2448.003	2443.541	2446.906	6466	0	179
2024.08.01	06:00:00	2446.860	2448.807	2444.087	2444.795	8506	0	179
2024.08.01	07:00:00	2444.835	2444.861	2439.871	2440.325	7314	0	179
2024.08.01	08:00:00	2440.282	2442.323	2433.144	2433.855	8446	0	179
2024.08.01	09:00:00	2433.849	2435.044	2430.192	2432.953	7290	0	179
2024.08.01	10:00:00	2433.001	2436.765	2431.970	2435.187	6184	0	179
2024.08.01	11:00:00	2435.108	2442.888	2434.332	2440.741	6651	0	179
2024.08.01	12:00:00	2440.723	2454.872	2440.282	2450.600	12101	0	179
2024.08.01	13:00:00	2450.718	2457.381	2448.421	2453.690	15474	0	179
2024.08.01	14:00:00	2453.699	2462.290	2443.175	2448.504	22993	0	179
2024.08.01	15:00:00	2448.467	2451.743	2442.064	2445.213	14243	0	179
2024.08.01	16:00:00	2445.265	2448.761	2443.382	2444.468	9551	0	179
2024.08.01	17:00:00	2444.457	2444.699	2435.733	2439.283	10942	0	179
2024.08.01	18:00:00	2439.240	2441.002	2434.881	2439.563	7403	0	179
2024.08.01	19:00:00	2439.531	2444.102	2438.306	2443.053	6075	0	179
2024.08.01	20:00:00	2443.021	2447.553	2441.722	2446.649	4286	0	179
2024.08.01	22:00:00	2446.364	2447.367	2443.631	2445.155	4042	0	179
2024.08.01	23:00:00	2445.148	2446.526	2444.124	2445.844	3896	0	179
2024.08.02	00:00:00	2445.886	2452.360	2443.902	2449.050	6551	0	179
2024.08.02	01:00:00	2449.045	2450.977	2434.872	2447.179	13599	0	179
2024.08.02	02:00:00	2447.209	2455.698	2446.673	2455.616	10745	0	179
2024.08.02	03:00:00	2455.535	2459.412	2451.575	2454.432	8089	0	179
2024.08.02	04:00:00	2454.422	2460.289	2454.191	2457.833	5187	0	179
2024.08.02	05:00:00	2457.873	2466.889	2457.627	2466.720	7335	0	179
2024.08.02	06:00:00	2466.758	2468.480	2462.407	2465.599	9058	0	179
2024.08.02	07:00:00	2465.506	2466.736	2460.216	2461.538	8657	0	179
2024.08.02	08:00:00	2461.586	2465.304	2460.946	2462.063	6745	0	179
2024.08.02	09:00:00	2462.101	2464.237	2460.885	2463.884	5625	0	179
2024.08.02	10:00:00	2463.912	2465.371	2460.829	2463.593	5951	0	179
2024.08.02	11:00:00	2463.632	2464.651	2457.531	2459.259	7448	0	179
2024.08.02	12:00:00	2459.216	2477.722	2455.781	2472.856	22830	0	179
2024.08.02	13:00:00	2472.828	2474.233	2455.688	2469.775	28762	0	179
2024.08.02	14:00:00	2469.824	2474.369	2428.187	2431.556	38734	0	179
2024.08.02	15:00:00	2431.502	2435.742	2410.794	2433.162	32547	0	179
2024.08.02	16:00:00	2433.068	2439.293	2426.261	2430.518	18013	0	179
2024.08.02	17:00:00	2430.470	2431.601	2422.932	2427.846	10211	0	179
2024.08.02	18:00:00	2427.787	2433.632	2426.486	2428.986	7031	0	179
2024.08.02	19:00:00	2429.011	2438.237	2425.587	2437.618	7374	0	179
2024.08.02	20:00:00	2437.645	2442.472	2435.539	2441.892	4865	0	179
2024.08.04	22:00:00	2441.007	2446.342	2437.915	2441.390	6717	0	179
2024.08.04	23:00:00	2441.378	2445.778	2439.071	2440.952	6587	0	179
2024.08.05	00:00:00	2440.984	2440.984	2413.767	2422.122	24107	0	179
2024.08.05	01:00:00	2422.091	2441.938	2420.129	2439.432	23646	0	179
2024.08.05	02:00:00	2439.483	2446.165	2433.078	2442.786	11900	0	179
2024.08.05	03:00:00	2442.691	2452.510	2442.686	2450.957	10002	0	179
2024.08.05	04:00:00	2451.022	2458.836	2450.913	2452.722	10449	0	179
2024.08.05	05:00:00	2452.656	2452.656	2432.395	2437.913	17523	0	179
2024.08.05	06:00:00	2437.961	2438.711	2422.064	2428.563	21504	0	179
2024.08.05	07:00:00	2428.538	2445.624	2424.557	2431.980	15289	0	179
2024.08.05	08:00:00	2432.021	2434.431	2423.262	2424.991	12111	0	179
2024.08.05	09:00:00	2425.030	2428.730	2419.124	2424.069	13760	0	179
2024.08.05	10:00:00	2424.185	2425.655	2408.076	2408.625	12553	0	179
2024.08.05	11:00:00	2408.577	2408.577	2383.268	2386.736	22158	0	179
2024.08.05	12:00:00	2386.772	2392.230	2364.267	2374.480	32791	0	179
2024.08.05	13:00:00	2374.518	2396.993	2374.518	2393.320	35878	0	179
2024.08.05	14:00:00	2393.309	2397.515	2386.894	2396.548	25209	0	179
2024.08.05	15:00:00	2396.520	2412.236	2396.468	2402.838	20665	0	179
2024.08.05	16:00:00	2402.768	2408.726	2398.986	2403.063	12858	0	179
2024.08.05	17:00:00	2403.034	2406.630	2400.196	2405.023	10515	0	179
2024.08.05	18:00:00	2405.013	2408.923	2403.700	2404.941	7172	0	179
2024.08.05	19:00:00	2404.974	2413.060	2404.619	2407.680	7738	0	179
2024.08.05	20:00:00	2407.645	2411.608	2405.412	2409.343	5376	0	179
2024.08.05	22:00:00	2410.644	2412.562	2407.909	2408.865	3562	0	179
2024.08.05	23:00:00	2408.933	2410.001	2404.340	2404.837	4964	0	179
2024.08.06	00:00:00	2404.865	2418.307	2404.515	2415.900	10021	0	179
2024.08.06	01:00:00	2415.829	2417.685	2410.713	2412.389	12968	0	179
2024.08.06	02:00:00	2412.360	2413.247	2405.825	2407.428	9158	0	179
2024.08.06	03:00:00	2407.468	2411.080	2406.491	2408.982	6907	0	179
2024.08.06	04:00:00	2409.013	2412.618	2406.335	2408.073	6707	0	179
2024.08.06	05:00:00	2408.070	2411.874	2398.100	2398.771	11710	0	179
2024.08.06	06:00:00	2398.867	2408.290	2394.793	2401.541	15730	0	179
2024.08.06	07:00:00	2401.522	2410.655	2401.431	2409.835	11209	0	179
2024.08.06	08:00:00	2409.935	2415.409	2408.073	2411.060	8688	0	179
2024.08.06	09:00:00	2411.139	2415.544	2410.311	2413.298	7793	0	179
2024.08.06	10:00:00	2413.285	2416.344	2411.540	2412.361	7163	0	179
2024.08.06	11:00:00	2412.339	2415.292	2410.104	2410.955	7906	0	179
2024.08.06	12:00:00	2410.996	2412.210	2391.723	2393.110	15185	0	179
2024.08.06	13:00:00	2393.143	2399.469	2388.812	2395.690	21973	0	179
2024.08.06	14:00:00	2395.604	2403.207	2386.216	2388.355	20879	0	179
2024.08.06	15:00:00	2388.318	2391.177	2381.404	2387.536	17877	0	179
2024.08.06	16:00:00	2387.571	2391.395	2385.548	2389.908	8955	0	179
2024.08.06	17:00:00	2389.862	2393.502	2387.575	2391.899	8545	0	179
2024.08.06	18:00:00	2391.877	2396.014	2391.330	2392.738	5842	0	179
2024.08.06	19:00:00	2392.808	2393.058	2386.377	2387.732	6756	0	179
2024.08.06	20:00:00	2387.759	2389.535	2386.805	2389.141	3910	0	179
2024.08.06	22:00:00	2389.898	2390.487	2387.965	2388.688	3303	0	179
2024.08.06	23:00:00	2388.690	2389.653	2382.755	2383.778	4301	0	179
2024.08.07	00:00:00	2383.724	2387.428	2381.083	2386.538	6898	0	179
2024.08.07	01:00:00	2386.566	2387.569	2378.941	2384.017	15607	0	179
2024.08.07	02:00:00	2383.970	2388.440	2380.882	2384.219	12558	0	179
2024.08.07	03:00:00	2384.184	2387.541	2383.191	2385.948	7030	0	179
2024.08.07	04:00:00	2385.985	2394.687	2385.687	2392.833	5877	0	179
2024.08.07	05:00:00	2392.818	2396.240	2388.631	2391.382	8761	0	179
2024.08.07	06:00:00	2391.422	2397.582	2389.576	2394.786	8268	0	179
2024.08.07	07:00:00	2394.824	2394.901	2387.972	2389.310	7804	0	179
2024.08.07	08:00:00	2389.359	2393.723	2388.262	2393.296	7090	0	179
2024.08.07	09:00:00	2393.308	2396.445	2392.433	2394.340	5925	0	179
2024.08.07	10:00:00	2394.368	2398.152	2393.143	2397.440	5362	0	179
2024.08.07	11:00:00	2397.407	2402.360	2394.193	2401.178	7102	0	179
2024.08.07	12:00:00	2401.164	2407.090	2398.846	2403.846	8760	0	179
2024.08.07	13:00:00	2403.878	2404.895	2396.933	2400.050	11929	0	179
2024.08.07	14:00:00	2399.951	2403.392	2397.903	2399.125	11295	0	179
2024.08.07	15:00:00	2399.078	2401.773	2391.932	2394.452	11688	0	179
2024.08.07	16:00:00	2394.450	2399.748	2392.775	2399.631	6544	0	179
2024.08.07	17:00:00	2399.586	2399.714	2389.415	2389.872	7861	0	179
2024.08.07	18:00:00	2389.825	2391.670	2383.773	2386.146	8297	0	179
2024.08.07	19:00:00	2386.185	2390.521	2385.319	2385.719	5855	0	179
2024.08.07	20:00:00	2385.670	2387.382	2381.693	2382.762	3964	0	179
2024.08.07	22:00:00	2382.322	2384.401	2380.884	2383.656	3523	0	179
2024.08.07	23:00:00	2383.655	2385.933	2382.782	2384.791	4275	0	179
2024.08.08	00:00:00	2384.835	2388.775	2383.263	2385.472	6441	0	179
2024.08.08	01:00:00	2385.435	2391.325	2384.961	2386.830	11231	0	179
2024.08.08	02:00:00	2386.795	2390.846	2386.268	2390.390	6453	0	179
2024.08.08	03:00:00	2390.376	2394.698	2388.622	2394.316	5494	0	179
2024.08.08	04:00:00	2394.255	2396.405	2392.693	2394.354	5574	0	179
2024.08.08	05:00:00	2394.309	2395.520	2392.427	2395.252	6059	0	179
2024.08.08	06:00:00	2395.290	2400.640	2392.657	2397.686	9001	0	179
2024.08.08	07:00:00	2397.652	2400.275	2394.714	2396.736	7192	0	179
2024.08.08	08:00:00	2396.786	2398.077	2392.869	2394.570	5504	0	179
2024.08.08	09:00:00	2394.609	2398.968	2393.814	2396.200	5972	0	179
2024.08.08	10:00:00	2396.189	2406.491	2396.189	2405.115	6768	0	179
2024.08.08	11:00:00	2405.085	2413.632	2404.863	2412.192	9658	0	179
2024.08.08	12:00:00	2412.152	2415.554	2407.028	2408.037	14777	0	179
2024.08.08	13:00:00	2408.073	2415.481	2402.295	2414.156	17134	0	179
2024.08.08	14:00:00	2414.173	2424.365	2409.266	2413.737	20551	0	179
2024.08.08	15:00:00	2413.792	2420.272	2411.810	2418.686	8523	0	179
2024.08.08	16:00:00	2418.645	2423.815	2416.655	2418.062	7097	0	179
2024.08.08	17:00:00	2418.102	2424.942	2415.797	2423.560	7836	0	179
2024.08.08	18:00:00	2423.534	2426.361	2422.282	2423.973	5270	0	179
2024.08.08	19:00:00	2423.970	2424.884	2421.498	2423.532	4932	0	179
2024.08.08	20:00:00	2423.554	2427.680	2422.962	2427.136	3312	0	179
2024.08.08	22:00:00	2426.817	2427.818	2424.552	2425.777	3408	0	179
2024.08.08	23:00:00	2425.809	2426.464	2422.829	2424.589	3344	0	179
2024.08.09	00:00:00	2424.519	2425.361	2422.533	2424.006	4993	0	179
2024.08.09	01:00:00	2423.981	2427.676	2420.102	2427.208	8771	0	179
2024.08.09	02:00:00	2427.166	2429.000	2422.355	2422.548	6574	0	179
2024.08.09	03:00:00	2422.507	2423.394	2419.222	2421.089	5335	0	179
2024.08.09	04:00:00	2421.046	2424.510	2420.183	2423.846	4363	0	180
2024.08.09	05:00:00	2423.833	2423.982	2417.114	2417.171	6665	0	179
2024.08.09	06:00:00	2417.128	2421.782	2416.829	2420.683	6791	0	179
2024.08.09	07:00:00	2420.641	2427.054	2420.326	2423.128	6109	0	179
2024.08.09	08:00:00	2423.183	2426.785	2422.189	2424.432	5829	0	179
2024.08.09	09:00:00	2424.501	2425.571	2422.639	2423.584	5193	0	179
2024.08.09	10:00:00	2423.590	2431.556	2422.993	2430.438	5992	0	179
2024.08.09	11:00:00	2430.424	2432.640	2425.142	2426.761	6785	0	179
2024.08.09	12:00:00	2426.734	2429.886	2423.697	2429.610	8217	0	179
2024.08.09	13:00:00	2429.568	2433.193	2420.955	2426.738	16973	0	179
2024.08.09	14:00:00	2426.617	2435.956	2425.399	2428.682	15636	0	179
2024.08.09	15:00:00	2428.642	2432.563	2426.429	2431.470	9527	0	179
2024.08.09	16:00:00	2431.514	2434.763	2427.508	2434.423	6288	0	179
2024.08.09	17:00:00	2434.414	2437.011	2430.487	2430.564	6420	0	179
2024.08.09	18:00:00	2430.573	2430.918	2427.157	2429.782	5087	0	179
2024.08.09	19:00:00	2429.812	2430.096	2427.378	2429.079	4508	0	179
2024.08.09	20:00:00	2429.118	2431.172	2429.118	2430.805	3049	0	179
2024.08.11	22:00:00	2428.360	2433.234	2427.320	2430.405	3334	0	179
2024.08.11	23:00:00	2430.403	2430.605	2427.247	2427.927	3163	0	179
2024.08.12	00:00:00	2427.928	2429.088	2426.731	2428.507	3510	0	179
2024.08.12	01:00:00	2428.471	2430.288	2424.633	2425.985	5841	0	179
2024.08.12	02:00:00	2425.971	2427.444	2423.825	2426.243	5050	0	179
2024.08.12	03:00:00	2426.197	2429.390	2425.722	2428.572	4130	0	179
2024.08.12	04:00:00	2428.515	2433.522	2428.205	2433.331	3199	0	179
2024.08.12	05:00:00	2433.337	2435.040	2429.102	2434.595	5870	0	179
2024.08.12	06:00:00	2434.655	2437.183	2433.637	2436.762	5804	0	179
2024.08.12	07:00:00	2436.713	2442.819	2435.429	2441.573	5683	0	179
2024.08.12	08:00:00	2441.614	2443.827	2439.576	2442.018	5538	0	179
2024.08.12	09:00:00	2441.998	2445.058	2440.525	2442.622	5498	0	179
2024.08.12	10:00:00	2442.691	2444.694	2441.440	2443.781	4939	0	179
2024.08.12	11:00:00	2443.780	2444.182	2439.647	2441.498	5649	0	179
2024.08.12	12:00:00	2441.506	2445.436	2441.409	2444.334	5995	0	180
2024.08.12	13:00:00	2444.343	2457.472	2442.095	2454.182	12837	0	179
2024.08.12	14:00:00	2454.137	2455.485	2444.500	2453.218	12619	0	169
2024.08.12	15:00:00	2453.259	2460.686	2452.882	2459.735	10420	0	169
2024.08.12	16:00:00	2459.780	2466.152	2458.930	2463.161	7301	0	169
2024.08.12	17:00:00	2463.116	2468.550	2461.763	2467.110	6197	0	169
2024.08.12	18:00:00	2467.150	2470.959	2466.344	2470.315	5434	0	169
2024.08.12	19:00:00	2470.297	2472.194	2469.679	2470.473	4300	0	169
2024.08.12	20:00:00	2470.446	2473.189	2470.413	2472.391	2747	0	169
2024.08.12	22:00:00	2470.850	2474.143	2470.151	2473.664	2844	0	169
2024.08.12	23:00:00	2473.673	2476.033	2472.737	2475.536	3269	0	169
2024.08.13	00:00:00	2475.580	2476.963	2468.462	2472.175	5112	0	169
2024.08.13	01:00:00	2472.132	2473.712	2460.792	2466.357	10751	0	169
2024.08.13	02:00:00	2466.323	2467.731	2461.503	2461.503	5708	0	169
2024.08.13	03:00:00	2461.480	2464.685	2461.353	2463.449	5517	0	169
2024.08.13	04:00:00	2463.513	2465.041	2460.124	2462.015	4189	0	169
2024.08.13	05:00:00	2461.963	2464.334	2458.493	2462.736	6288	0	169
2024.08.13	06:00:00	2462.788	2464.620	2461.139	2463.252	5609	0	169
2024.08.13	07:00:00	2463.225	2466.152	2460.765	2464.260	6116	0	169
2024.08.13	08:00:00	2464.302	2464.371	2458.890	2460.573	5544	0	169
2024.08.13	09:00:00	2460.596	2462.111	2458.834	2460.701	4698	0	169
2024.08.13	10:00:00	2460.693	2463.458	2459.389	2462.197	5215	0	169
2024.08.13	11:00:00	2462.170	2466.607	2461.525	2465.797	6021	0	169
2024.08.13	12:00:00	2465.757	2472.507	2464.282	2467.604	10148	0	169
2024.08.13	13:00:00	2467.575	2475.657	2458.908	2472.879	15472	0	169
2024.08.13	14:00:00	2472.843	2473.231	2464.030	2471.222	11030	0	169
2024.08.13	15:00:00	2471.266	2473.042	2465.971	2468.642	7135	0	169
2024.08.13	16:00:00	2468.600	2471.086	2466.312	2469.438	5906	0	169
2024.08.13	17:00:00	2469.454	2470.304	2465.887	2467.632	5275	0	169
2024.08.13	18:00:00	2467.646	2468.916	2466.337	2467.748	4487	0	169
2024.08.13	19:00:00	2467.703	2468.763	2462.235	2466.912	4660	0	169
2024.08.13	20:00:00	2466.922	2467.835	2464.531	2465.234	2830	0	169
2024.08.13	22:00:00	2466.687	2466.906	2463.904	2465.559	2045	0	169
2024.08.13	23:00:00	2465.522	2465.522	2462.942	2464.060	2621	0	169
2024.08.14	00:00:00	2464.104	2467.401	2463.928	2465.709	3834	0	169
2024.08.14	01:00:00	2465.671	2472.493	2464.597	2465.427	8093	0	169
2024.08.14	02:00:00	2465.397	2465.741	2455.271	2459.863	9562	0	169
2024.08.14	03:00:00	2459.807	2461.555	2458.762	2460.792	5176	0	169
2024.08.14	04:00:00	2460.815	2462.941	2459.791	2461.813	4160	0	169
2024.08.14	05:00:00	2461.769	2462.557	2459.264	2462.052	4590	0	169
2024.08.14	06:00:00	2462.089	2467.736	2460.298	2467.466	6763	0	169
2024.08.14	07:00:00	2467.412	2471.893	2466.292	2470.850	5552	0	169
2024.08.14	08:00:00	2470.822	2478.789	2468.677	2474.443	7027	0	169
2024.08.14	09:00:00	2474.401	2475.386	2470.992	2472.789	5162	0	169
2024.08.14	10:00:00	2472.826	2476.161	2470.472	2474.947	4950	0	169
2024.08.14	11:00:00	2474.873	2475.244	2471.698	2474.696	4942	0	169
2024.08.14	12:00:00	2474.735	2480.064	2462.321	2468.796	17176	0	169
2024.08.14	13:00:00	2468.741	2469.580	2449.324	2457.428	23613	0	169
2024.08.14	14:00:00	2457.401	2458.324	2446.930	2450.267	18567	0	169
2024.08.14	15:00:00	2450.217	2452.178	2442.009	2444.024	11708	0	169
2024.08.14	16:00:00	2443.972	2445.485	2437.995	2444.122	8534	0	169
2024.08.14	17:00:00	2444.104	2445.028	2440.323	2441.554	6063	0	169
2024.08.14	18:00:00	2441.593	2448.009	2440.632	2447.678	5171	0	169
2024.08.14	19:00:00	2447.640	2448.449	2444.307	2447.224	4374	0	169
2024.08.14	20:00:00	2447.125	2448.367	2446.529	2447.929	2526	0	169
2024.08.14	22:00:00	2447.924	2448.593	2446.433	2447.847	1946	0	169
2024.08.14	23:00:00	2447.883	2449.482	2447.153	2449.408	2641	0	169
2024.08.15	00:00:00	2449.396	2454.286	2448.418	2450.156	4663	0	169
2024.08.15	01:00:00	2450.122	2453.528	2448.211	2450.688	8433	0	169
2024.08.15	02:00:00	2450.719	2452.530	2449.756	2451.454	5573	0	169
2024.08.15	03:00:00	2451.463	2454.357	2451.246	2453.680	3851	0	169
2024.08.15	04:00:00	2453.702	2455.485	2452.696	2453.379	3671	0	169
2024.08.15	05:00:00	2453.325	2455.038	2450.280	2453.811	5354	0	169
2024.08.15	06:00:00	2453.865	2458.787	2452.711	2456.045	7213	0	169
2024.08.15	07:00:00	2455.997	2456.634	2454.346	2455.710	5037	0	169
2024.08.15	08:00:00	2455.701	2457.227	2453.527	2455.455	5358	0	169
2024.08.15	09:00:00	2455.475	2457.215	2455.278	2456.734	4150	0	169
2024.08.15	10:00:00	2456.770	2460.273	2456.770	2458.176	4448	0	169
2024.08.15	11:00:00	2458.220	2464.166	2457.863	2463.525	6057	0	169
2024.08.15	12:00:00	2463.581	2470.095	2440.995	2441.190	20238	0	169
2024.08.15	13:00:00	2441.230	2451.528	2432.094	2444.430	26707	0	169
2024.08.15	14:00:00	2444.460	2458.576	2444.460	2452.337	16836	0	169
2024.08.15	15:00:00	2452.308	2459.628	2450.520	2458.394	10012	0	169
2024.08.15	16:00:00	2458.438	2459.925	2455.018	2455.694	6071	0	169
2024.08.15	17:00:00	2455.741	2456.512	2453.400	2455.441	5801	0	169
2024.08.15	18:00:00	2455.434	2458.318	2454.835	2458.224	4784	0	169
2024.08.15	19:00:00	2458.219	2461.621	2454.059	2455.566	5145	0	169
2024.08.15	20:00:00	2455.520	2457.490	2454.672	2456.457	3100	0	169
2024.08.15	22:00:00	2455.960	2456.212	2454.579	2454.922	1662	0	169
2024.08.15	23:00:00	2454.883	2458.252	2454.397	2457.303	3069	0	169
2024.08.16	00:00:00	2457.310	2459.767	2456.883	2458.373	3626	0	169
2024.08.16	01:00:00	2458.365	2460.028	2455.676	2457.382	6499	0	169
2024.08.16	02:00:00	2457.311	2457.699	2453.584	2454.944	5683	0	169
2024.08.16	03:00:00	2454.963	2455.697	2450.714	2452.397	5382	0	169
2024.08.16	04:00:00	2452.436	2453.736	2451.908	2452.746	3224	0	169
2024.08.16	05:00:00	2452.744	2456.317	2452.601	2455.681	4694	0	169
2024.08.16	06:00:00	2455.694	2457.817	2454.625	2454.995	5590	0	169
2024.08.16	07:00:00	2455.025	2464.489	2451.070	2461.970	6879	0	169
2024.08.16	08:00:00	2462.047	2464.020	2459.102	2462.295	5614	0	169
2024.08.16	09:00:00	2462.299	2464.325	2461.165	2463.275	4664	0	169
2024.08.16	10:00:00	2463.314	2468.154	2462.785	2464.639	5707	0	169
2024.08.16	11:00:00	2464.609	2472.309	2464.609	2472.113	7000	0	169
2024.08.16	12:00:00	2472.074	2492.413	2471.251	2491.591	12919	0	169
2024.08.16	13:00:00	2491.637	2500.520	2483.610	2494.759	21294	0	169
2024.08.16	14:00:00	2494.757	2495.084	2477.462	2487.223	21311	0	169
2024.08.16	15:00:00	2487.260	2492.333	2485.622	2491.691	8766	0	169
2024.08.16	16:00:00	2491.775	2497.850	2491.651	2495.903	7776	0	169
2024.08.16	17:00:00	2495.808	2500.163	2493.097	2499.698	6522	0	169
2024.08.16	18:00:00	2499.707	2505.562	2498.403	2503.303	6030	0	169
2024.08.16	19:00:00	2503.351	2509.027	2501.705	2507.862	5777	0	169
2024.08.16	20:00:00	2507.916	2509.783	2505.539	2507.820	4270	0	169
2024.08.18	22:00:00	2506.304	2506.304	2502.271	2504.831	4973	0	179
2024.08.18	23:00:00	2504.906	2506.778	2503.411	2506.450	2398	0	179
2024.08.19	00:00:00	2506.439	2506.771	2500.329	2502.059	5397	0	179
2024.08.19	01:00:00	2502.106	2506.023	2494.912	2498.174	13058	0	179
2024.08.19	02:00:00	2498.117	2504.010	2496.129	2503.472	6829	0	179
2024.08.19	03:00:00	2503.431	2505.829	2500.511	2503.214	6481	0	179
2024.08.19	04:00:00	2503.172	2504.737	2498.807	2500.708	4963	0	179
2024.08.19	05:00:00	2500.659	2502.478	2499.089	2501.103	6232	0	179
2024.08.19	06:00:00	2501.063	2505.181	2499.631	2502.155	6956	0	179
2024.08.19	07:00:00	2502.199	2504.933	2499.736	2502.992	6326	0	179
2024.08.19	08:00:00	2502.945	2507.178	2502.327	2503.044	5639	0	179
2024.08.19	09:00:00	2503.029	2504.011	2499.725	2499.947	4715	0	179
2024.08.19	10:00:00	2499.904	2500.084	2489.395	2489.795	6858	0	179
2024.08.19	11:00:00	2489.773	2495.167	2486.483	2494.410	7364	0	179
2024.08.19	12:00:00	2494.415	2495.499	2488.654	2491.087	7283	0	179
2024.08.19	13:00:00	2491.135	2495.820	2485.615	2494.651	14088	0	179
2024.08.19	14:00:00	2494.618	2504.804	2493.832	2501.286	12128	0	179
2024.08.19	15:00:00	2501.335	2505.931	2499.911	2503.934	8088	0	179
2024.08.19	16:00:00	2503.898	2507.482	2501.912	2505.475	6671	0	179
2024.08.19	17:00:00	2505.482	2505.875	2500.661	2503.153	5782	0	179
2024.08.19	18:00:00	2503.145	2504.827	2502.372	2504.230	4205	0	179
2024.08.19	19:00:00	2504.189	2505.899	2503.028	2505.403	3823	0	179
2024.08.19	20:00:00	2505.443	2505.625	2503.364	2504.052	2183	0	179
2024.08.19	22:00:00	2503.234	2504.578	2502.044	2504.272	1954	0	179
2024.08.19	23:00:00	2504.263	2504.308	2502.398	2503.544	2264	0	179
2024.08.20	00:00:00	2503.554	2506.908	2503.375	2504.976	4097	0	179
2024.08.20	01:00:00	2504.934	2508.289	2501.198	2502.000	7495	0	179
2024.08.20	02:00:00	2501.986	2502.300	2498.632	2499.710	6397	0	179
2024.08.20	03:00:00	2499.667	2502.466	2499.074	2501.727	4190	0	179
