<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.07.11	13:00:00	1931.928	1933.941	1929.370	1933.456	6677	0	200
2023.07.11	14:00:00	1933.489	1935.335	1931.165	1931.763	5218	0	200
2023.07.11	15:00:00	1931.765	1933.130	1930.236	1931.048	4221	0	200
2023.07.11	16:00:00	1931.017	1932.777	1929.306	1932.334	3476	0	200
2023.07.11	17:00:00	1932.357	1932.560	1930.641	1932.023	3123	0	200
2023.07.11	18:00:00	1932.027	1932.263	1930.486	1931.884	2609	0	200
2023.07.11	19:00:00	1931.915	1932.512	1931.540	1932.473	2470	0	200
2023.07.11	20:00:00	1932.462	1932.465	1931.574	1932.380	1379	0	200
2023.07.11	22:00:00	1932.228	1933.761	1932.188	1933.350	1323	0	200
2023.07.11	23:00:00	1933.351	1933.510	1932.873	1933.240	1410	0	200
2023.07.12	00:00:00	1933.244	1936.165	1933.171	1935.664	2972	0	200
2023.07.12	01:00:00	1935.669	1938.939	1935.594	1937.509	3818	0	200
2023.07.12	02:00:00	1937.542	1940.930	1936.693	1940.049	3590	0	200
2023.07.12	03:00:00	1940.049	1940.161	1937.523	1938.494	3131	0	200
2023.07.12	04:00:00	1938.493	1939.099	1937.581	1938.876	2494	0	200
2023.07.12	05:00:00	1938.882	1940.168	1937.824	1938.556	3228	0	200
2023.07.12	06:00:00	1938.574	1940.178	1934.337	1934.781	3817	0	200
2023.07.12	07:00:00	1934.747	1936.040	1933.836	1934.641	3607	0	200
2023.07.12	08:00:00	1934.641	1936.386	1933.694	1934.737	3378	0	200
2023.07.12	09:00:00	1934.730	1936.260	1934.363	1935.372	2769	0	200
2023.07.12	10:00:00	1935.372	1935.431	1933.783	1934.211	2665	0	200
2023.07.12	11:00:00	1934.236	1936.357	1933.343	1934.624	3358	0	200
2023.07.12	12:00:00	1934.633	1949.596	1933.528	1943.181	12116	0	200
2023.07.12	13:00:00	1943.149	1957.122	1940.731	1955.947	11372	0	200
2023.07.12	14:00:00	1955.994	1957.787	1952.566	1957.588	7896	0	200
2023.07.12	15:00:00	1957.621	1958.237	1953.288	1955.661	5385	0	200
2023.07.12	16:00:00	1955.630	1959.385	1955.349	1959.153	4240	0	200
2023.07.12	17:00:00	1959.122	1959.618	1955.684	1957.201	3797	0	200
2023.07.12	18:00:00	1957.231	1957.786	1956.674	1957.720	2938	0	200
2023.07.12	19:00:00	1957.689	1958.816	1956.913	1958.686	2947	0	200
2023.07.12	20:00:00	1958.662	1958.686	1957.358	1957.358	1625	0	200
2023.07.12	22:00:00	1957.127	1958.302	1956.886	1957.681	1546	0	200
2023.07.12	23:00:00	1957.679	1957.900	1957.371	1957.713	1451	0	200
2023.07.13	00:00:00	1957.714	1958.827	1956.468	1957.002	3104	0	200
2023.07.13	01:00:00	1957.003	1959.713	1956.317	1959.572	4064	0	200
2023.07.13	02:00:00	1959.564	1961.607	1958.615	1960.083	3479	0	200
2023.07.13	03:00:00	1960.083	1961.024	1958.767	1960.268	3201	0	200
2023.07.13	04:00:00	1960.276	1962.077	1957.045	1957.164	2905	0	200
2023.07.13	05:00:00	1957.134	1958.348	1955.230	1955.360	4131	0	200
2023.07.13	06:00:00	1955.380	1962.879	1955.380	1962.779	4529	0	200
2023.07.13	07:00:00	1962.747	1963.302	1959.318	1961.745	4306	0	200
2023.07.13	08:00:00	1961.766	1962.689	1960.211	1960.903	3388	0	200
2023.07.13	09:00:00	1960.884	1960.916	1959.403	1959.971	3074	0	200
2023.07.13	10:00:00	1959.974	1960.544	1958.118	1960.474	3172	0	200
2023.07.13	11:00:00	1960.477	1960.622	1957.916	1959.868	3410	0	200
2023.07.13	12:00:00	1959.868	1963.276	1952.294	1957.513	10490	0	200
2023.07.13	13:00:00	1957.546	1961.165	1956.612	1958.498	8841	0	200
2023.07.13	14:00:00	1958.465	1961.796	1957.522	1960.791	6567	0	200
2023.07.13	15:00:00	1960.786	1961.551	1954.673	1954.943	5047	0	200
2023.07.13	16:00:00	1954.974	1959.698	1954.744	1958.819	4555	0	200
2023.07.13	17:00:00	1958.787	1960.403	1957.544	1960.009	3656	0	200
2023.07.13	18:00:00	1959.978	1960.765	1958.798	1959.832	3049	0	200
2023.07.13	19:00:00	1959.832	1960.483	1959.536	1959.986	2672	0	200
2023.07.13	20:00:00	1960.024	1960.672	1959.820	1960.532	1458	0	200
2023.07.13	22:00:00	1960.376	1960.868	1959.920	1959.920	1280	0	200
2023.07.13	23:00:00	1959.929	1961.818	1959.865	1960.134	2326	0	200
2023.07.14	00:00:00	1960.124	1960.583	1958.324	1959.337	3124	0	200
2023.07.14	01:00:00	1959.305	1963.182	1958.431	1962.792	4265	0	200
2023.07.14	02:00:00	1962.796	1963.671	1961.539	1961.669	3354	0	200
2023.07.14	03:00:00	1961.636	1963.062	1961.015	1962.545	2846	0	200
2023.07.14	04:00:00	1962.547	1962.547	1960.283	1960.347	2731	0	200
2023.07.14	05:00:00	1960.356	1961.233	1957.894	1958.804	3420	0	200
2023.07.14	06:00:00	1958.836	1960.293	1955.607	1956.510	4181	0	200
2023.07.14	07:00:00	1956.491	1957.213	1954.269	1956.849	4185	0	200
2023.07.14	08:00:00	1956.819	1958.143	1955.619	1956.073	3760	0	200
2023.07.14	09:00:00	1956.104	1957.256	1955.257	1955.899	3244	0	200
2023.07.14	10:00:00	1955.871	1956.992	1955.149	1956.063	3187	0	200
2023.07.14	11:00:00	1956.095	1960.003	1956.095	1959.225	3346	0	200
2023.07.14	12:00:00	1959.233	1962.711	1956.895	1957.487	5846	0	200
2023.07.14	13:00:00	1957.455	1960.757	1954.367	1960.061	7697	0	200
2023.07.14	14:00:00	1960.002	1960.576	1950.661	1960.215	12289	0	200
2023.07.14	15:00:00	1960.248	1961.772	1957.350	1958.074	5441	0	200
2023.07.14	16:00:00	1958.078	1959.321	1957.114	1958.930	4132	0	200
2023.07.14	17:00:00	1958.942	1960.278	1958.232	1960.240	3434	0	200
2023.07.14	18:00:00	1960.238	1960.984	1959.115	1959.224	2945	0	200
2023.07.14	19:00:00	1959.193	1959.212	1954.291	1954.291	3302	0	200
2023.07.14	20:00:00	1954.328	1955.640	1954.283	1955.224	1964	0	200
2023.07.16	22:00:00	1954.975	1954.975	1952.919	1953.081	1877	0	200
2023.07.16	23:00:00	1953.115	1953.360	1951.354	1953.281	2281	0	200
2023.07.17	00:00:00	1953.281	1954.686	1952.395	1954.582	2888	0	200
2023.07.17	01:00:00	1954.585	1955.909	1951.948	1952.617	3823	0	200
2023.07.17	02:00:00	1952.577	1953.821	1951.054	1953.532	3272	0	200
2023.07.17	03:00:00	1953.515	1953.715	1950.881	1952.055	2613	0	200
2023.07.17	04:00:00	1952.056	1953.576	1951.421	1953.557	2117	0	200
2023.07.17	05:00:00	1953.524	1956.800	1953.341	1954.022	3419	0	200
2023.07.17	06:00:00	1954.029	1955.023	1951.952	1953.207	3868	0	200
2023.07.17	07:00:00	1953.239	1955.076	1950.502	1952.254	4034	0	200
2023.07.17	08:00:00	1952.224	1957.434	1951.902	1955.781	4203	0	200
2023.07.17	09:00:00	1955.812	1959.172	1954.270	1958.640	3672	0	200
2023.07.17	10:00:00	1958.671	1959.801	1956.869	1957.192	3533	0	200
2023.07.17	11:00:00	1957.197	1958.033	1956.635	1957.577	3147	0	200
2023.07.17	12:00:00	1957.608	1959.377	1948.033	1948.539	7464	0	200
2023.07.17	13:00:00	1948.580	1951.426	1945.553	1950.474	7785	0	200
2023.07.17	14:00:00	1950.469	1954.164	1949.151	1953.965	5924	0	200
2023.07.17	15:00:00	1954.000	1955.121	1951.260	1954.585	4277	0	200
2023.07.17	16:00:00	1954.617	1955.568	1953.920	1954.527	3322	0	200
2023.07.17	17:00:00	1954.559	1955.170	1952.436	1955.162	3105	0	200
2023.07.17	18:00:00	1955.162	1955.922	1954.681	1955.574	2494	0	200
2023.07.17	19:00:00	1955.566	1956.310	1954.518	1955.334	2485	0	200
2023.07.17	20:00:00	1955.300	1955.442	1954.346	1954.927	1342	0	200
2023.07.17	22:00:00	1954.802	1955.044	1954.589	1954.985	1115	0	200
2023.07.17	23:00:00	1954.984	1956.253	1954.981	1955.398	1374	0	200
2023.07.18	00:00:00	1955.396	1956.782	1954.677	1955.415	2617	0	200
2023.07.18	01:00:00	1955.450	1959.418	1955.032	1957.106	4372	0	200
2023.07.18	02:00:00	1957.099	1958.917	1955.792	1958.917	3327	0	200
2023.07.18	03:00:00	1958.939	1960.576	1958.520	1959.764	3009	0	200
2023.07.18	04:00:00	1959.762	1961.054	1959.655	1959.990	2423	0	200
2023.07.18	05:00:00	1959.969	1961.718	1958.961	1959.235	3094	0	200
2023.07.18	06:00:00	1959.198	1961.815	1957.732	1961.641	4026	0	200
2023.07.18	07:00:00	1961.674	1964.019	1960.741	1961.479	4629	0	200
2023.07.18	08:00:00	1961.482	1962.955	1960.518	1961.632	3881	0	200
2023.07.18	09:00:00	1961.664	1963.260	1961.175	1962.950	3226	0	200
2023.07.18	10:00:00	1962.953	1964.270	1961.779	1963.055	3070	0	200
2023.07.18	11:00:00	1963.052	1971.808	1960.863	1962.989	5497	0	200
2023.07.18	12:00:00	1963.019	1970.767	1960.671	1968.713	10700	0	200
2023.07.18	13:00:00	1968.746	1971.822	1963.659	1971.237	12019	0	200
2023.07.18	14:00:00	1971.202	1983.598	1971.112	1982.709	11079	0	200
2023.07.18	15:00:00	1982.740	1984.251	1977.489	1978.084	6156	0	200
2023.07.18	16:00:00	1978.089	1981.438	1976.926	1977.860	4470	0	200
2023.07.18	17:00:00	1977.858	1977.915	1974.965	1976.264	3944	0	200
2023.07.18	18:00:00	1976.234	1977.555	1975.293	1976.746	3021	0	200
2023.07.18	19:00:00	1976.748	1978.086	1976.211	1977.719	2735	0	200
2023.07.18	20:00:00	1977.696	1978.909	1977.364	1978.783	1599	0	200
2023.07.18	22:00:00	1978.788	1979.126	1978.462	1978.741	1282	0	200
2023.07.18	23:00:00	1978.741	1979.091	1976.733	1977.481	2059	0	200
2023.07.19	00:00:00	1977.464	1978.421	1976.533	1978.387	2762	0	200
2023.07.19	01:00:00	1978.415	1978.459	1976.295	1976.576	4001	0	200
2023.07.19	02:00:00	1976.555	1977.050	1974.409	1976.419	3373	0	200
2023.07.19	03:00:00	1976.418	1977.081	1975.440	1975.443	2597	0	200
2023.07.19	04:00:00	1975.444	1976.054	1974.115	1974.756	2600	0	200
2023.07.19	05:00:00	1974.755	1978.340	1974.487	1978.111	3022	0	200
2023.07.19	06:00:00	1978.111	1979.840	1972.971	1976.593	5192	0	200
2023.07.19	07:00:00	1976.560	1980.859	1976.494	1977.929	4210	0	200
2023.07.19	08:00:00	1977.912	1979.027	1977.140	1977.478	3588	0	200
2023.07.19	09:00:00	1977.475	1979.064	1976.795	1977.143	3291	0	200
2023.07.19	10:00:00	1977.144	1978.073	1974.002	1974.822	3203	0	200
2023.07.19	11:00:00	1974.856	1975.829	1971.518	1973.704	3747	0	200
2023.07.19	12:00:00	1973.723	1979.518	1973.569	1977.506	5964	0	200
2023.07.19	13:00:00	1977.504	1979.822	1975.570	1977.043	6654	0	200
2023.07.19	14:00:00	1977.011	1977.997	1969.692	1974.525	6922	0	200
2023.07.19	15:00:00	1974.520	1976.389	1972.461	1973.806	4832	0	200
2023.07.19	16:00:00	1973.803	1977.854	1972.049	1977.498	3915	0	200
2023.07.19	17:00:00	1977.476	1978.861	1976.175	1977.264	3503	0	200
2023.07.19	18:00:00	1977.261	1978.071	1976.462	1977.790	2771	0	200
2023.07.19	19:00:00	1977.790	1978.506	1977.564	1978.439	2641	0	200
2023.07.19	20:00:00	1978.434	1978.538	1976.610	1977.015	1516	0	200
2023.07.19	22:00:00	1975.833	1978.877	1975.400	1977.386	1762	0	200
2023.07.19	23:00:00	1977.354	1977.803	1976.874	1977.683	1552	0	200
2023.07.20	00:00:00	1977.661	1979.249	1977.299	1979.037	2968	0	200
2023.07.20	01:00:00	1979.007	1985.206	1978.931	1984.933	5382	0	200
2023.07.20	02:00:00	1984.964	1986.540	1983.644	1986.461	3658	0	200
2023.07.20	03:00:00	1986.456	1987.421	1985.138	1985.174	2982	0	200
2023.07.20	04:00:00	1985.176	1985.448	1984.087	1984.575	2249	0	200
2023.07.20	05:00:00	1984.598	1984.719	1980.043	1980.711	3642	0	200
2023.07.20	06:00:00	1980.744	1982.274	1978.948	1980.523	4130	0	200
2023.07.20	07:00:00	1980.554	1982.616	1977.811	1979.155	4622	0	200
2023.07.20	08:00:00	1979.134	1983.809	1978.141	1981.563	4047	0	200
2023.07.20	09:00:00	1981.565	1982.285	1980.535	1980.855	3183	0	200
2023.07.20	10:00:00	1980.885	1983.175	1980.140	1980.528	3175	0	200
2023.07.20	11:00:00	1980.523	1982.313	1979.320	1981.407	3342	0	200
2023.07.20	12:00:00	1981.408	1981.544	1972.138	1973.959	7420	0	200
2023.07.20	13:00:00	1973.927	1979.980	1972.660	1975.948	8208	0	200
2023.07.20	14:00:00	1975.990	1977.275	1965.438	1970.281	8648	0	200
2023.07.20	15:00:00	1970.296	1970.931	1967.133	1968.609	4696	0	200
2023.07.20	16:00:00	1968.604	1968.926	1965.320	1967.917	4207	0	200
2023.07.20	17:00:00	1967.922	1970.898	1967.922	1970.536	3731	0	200
2023.07.20	18:00:00	1970.567	1971.423	1969.207	1969.639	2989	0	200
2023.07.20	19:00:00	1969.640	1971.418	1968.459	1968.712	3016	0	200
2023.07.20	20:00:00	1968.681	1969.742	1968.435	1969.405	1417	0	200
2023.07.20	22:00:00	1970.196	1970.700	1970.046	1970.593	1102	0	200
2023.07.20	23:00:00	1970.593	1972.820	1970.591	1972.197	1786	0	200
2023.07.21	00:00:00	1972.227	1973.346	1971.627	1972.932	2868	0	200
2023.07.21	01:00:00	1972.923	1973.735	1971.514	1972.283	4027	0	200
2023.07.21	02:00:00	1972.282	1972.654	1970.446	1970.841	3535	0	200
2023.07.21	03:00:00	1970.829	1971.033	1969.850	1970.234	2684	0	200
2023.07.21	04:00:00	1970.210	1970.974	1968.860	1969.908	2219	0	200
2023.07.21	05:00:00	1969.914	1970.381	1968.071	1969.283	2878	0	200
2023.07.21	06:00:00	1969.294	1972.141	1968.996	1970.714	3761	0	200
2023.07.21	07:00:00	1970.680	1971.115	1964.156	1964.208	5050	0	200
2023.07.21	08:00:00	1964.208	1964.993	1961.185	1961.421	4916	0	200
2023.07.21	09:00:00	1961.421	1964.507	1961.056	1963.918	4571	0	200
2023.07.21	10:00:00	1963.903	1964.383	1962.173	1963.801	3465	0	200
2023.07.21	11:00:00	1963.770	1966.745	1962.182	1965.740	3723	0	200
2023.07.21	12:00:00	1965.715	1968.049	1962.462	1963.045	5557	0	200
2023.07.21	13:00:00	1963.077	1964.328	1958.157	1961.503	7723	0	200
2023.07.21	14:00:00	1961.480	1965.197	1957.986	1959.705	6725	0	200
2023.07.21	15:00:00	1959.741	1962.778	1956.605	1960.257	5216	0	200
2023.07.21	16:00:00	1960.222	1963.769	1960.154	1963.503	3541	0	200
2023.07.21	17:00:00	1963.507	1964.806	1962.682	1962.712	3142	0	200
2023.07.21	18:00:00	1962.743	1964.210	1962.708	1963.142	2604	0	200
2023.07.21	19:00:00	1963.112	1963.114	1961.629	1962.445	2655	0	200
2023.07.21	20:00:00	1962.477	1962.627	1961.463	1961.851	1403	0	200
2023.07.23	22:00:00	1962.228	1962.882	1961.589	1961.911	1316	0	200
2023.07.23	23:00:00	1961.913	1962.246	1960.351	1961.177	1659	0	200
2023.07.24	00:00:00	1961.172	1961.913	1959.868	1961.732	2849	0	200
2023.07.24	01:00:00	1961.737	1962.623	1959.033	1961.421	4185	0	200
2023.07.24	02:00:00	1961.423	1961.903	1960.121	1960.597	3187	0	200
2023.07.24	03:00:00	1960.600	1961.896	1959.826	1960.143	2683	0	200
2023.07.24	04:00:00	1960.112	1960.701	1959.009	1960.584	2390	0	200
2023.07.24	05:00:00	1960.563	1962.109	1959.736	1959.975	2972	0	200
2023.07.24	06:00:00	1959.966	1962.067	1957.839	1961.707	3423	0	200
2023.07.24	07:00:00	1961.668	1965.632	1961.534	1963.236	5125	0	200
2023.07.24	08:00:00	1963.218	1963.805	1959.318	1959.541	4169	0	200
2023.07.24	09:00:00	1959.548	1966.048	1959.405	1965.414	4126	0	200
2023.07.24	10:00:00	1965.383	1966.488	1963.870	1965.424	3225	0	200
2023.07.24	11:00:00	1965.423	1967.805	1964.752	1964.957	3344	0	200
2023.07.24	12:00:00	1964.987	1967.607	1963.912	1967.370	4818	0	200
2023.07.24	13:00:00	1967.401	1967.502	1959.022	1959.323	8378	0	200
2023.07.24	14:00:00	1959.353	1962.355	1957.098	1961.353	7745	0	200
2023.07.24	15:00:00	1961.385	1962.109	1957.817	1959.621	4784	0	200
2023.07.24	16:00:00	1959.638	1961.407	1958.314	1959.834	4357	0	200
2023.07.24	17:00:00	1959.828	1960.610	1958.912	1959.057	3268	0	200
2023.07.24	18:00:00	1959.058	1959.188	1953.881	1954.898	3534	0	200
2023.07.24	19:00:00	1954.904	1955.023	1953.425	1954.301	2688	0	200
2023.07.24	20:00:00	1954.336	1955.401	1954.037	1954.624	1560	0	200
2023.07.24	22:00:00	1954.833	1955.413	1954.671	1954.925	1438	0	200
2023.07.24	23:00:00	1954.925	1954.925	1953.174	1954.393	1587	0	200
2023.07.25	00:00:00	1954.394	1955.581	1953.854	1955.259	2747	0	200
2023.07.25	01:00:00	1955.290	1962.773	1955.290	1962.624	4665	0	200
2023.07.25	02:00:00	1962.607	1963.379	1961.575	1962.127	3475	0	200
2023.07.25	03:00:00	1962.168	1963.498	1961.063	1961.553	2762	0	200
2023.07.25	04:00:00	1961.553	1962.044	1960.527	1960.533	2024	0	200
2023.07.25	05:00:00	1960.533	1963.136	1960.435	1962.568	3145	0	200
2023.07.25	06:00:00	1962.537	1964.098	1960.486	1962.321	4125	0	200
2023.07.25	07:00:00	1962.289	1962.781	1959.544	1961.169	4275	0	200
2023.07.25	08:00:00	1961.135	1963.320	1959.351	1962.861	4365	0	200
2023.07.25	09:00:00	1962.859	1963.624	1961.252	1962.152	3281	0	200
2023.07.25	10:00:00	1962.122	1962.601	1959.120	1959.124	2837	0	200
2023.07.25	11:00:00	1959.120	1960.736	1953.093	1960.736	4380	0	200
2023.07.25	12:00:00	1960.720	1963.149	1955.944	1959.330	5402	0	200
2023.07.25	13:00:00	1959.299	1961.012	1955.843	1956.783	7075	0	200
2023.07.25	14:00:00	1956.735	1961.843	1951.787	1961.691	6766	0	200
2023.07.25	15:00:00	1961.721	1965.311	1961.552	1964.246	4516	0	200
2023.07.25	16:00:00	1964.224	1965.620	1962.108	1962.366	3335	0	200
2023.07.25	17:00:00	1962.374	1963.821	1961.266	1962.119	3130	0	200
2023.07.25	18:00:00	1962.120	1964.045	1962.063	1963.491	2787	0	200
2023.07.25	19:00:00	1963.460	1965.189	1963.460	1964.431	2613	0	200
2023.07.25	20:00:00	1964.398	1965.184	1964.187	1964.614	1788	0	200
2023.07.25	22:00:00	1965.150	1966.242	1964.099	1964.517	1818	0	200
2023.07.25	23:00:00	1964.515	1965.853	1964.515	1965.284	1624	0	200
2023.07.26	00:00:00	1965.283	1966.026	1964.673	1964.897	2501	0	200
2023.07.26	01:00:00	1964.868	1965.574	1962.002	1963.783	4102	0	200
2023.07.26	02:00:00	1963.782	1964.666	1962.341	1964.010	2863	0	200
2023.07.26	03:00:00	1964.005	1964.656	1963.206	1963.880	2534	0	200
2023.07.26	04:00:00	1963.889	1964.357	1962.903	1963.062	1890	0	200
2023.07.26	05:00:00	1963.062	1965.063	1962.387	1964.947	2774	0	200
2023.07.26	06:00:00	1964.915	1970.898	1964.434	1969.526	4255	0	200
2023.07.26	07:00:00	1969.557	1971.079	1968.032	1970.591	3924	0	200
2023.07.26	08:00:00	1970.613	1972.433	1970.092	1972.061	3476	0	200
2023.07.26	09:00:00	1972.093	1972.415	1970.983	1971.438	2907	0	200
2023.07.26	10:00:00	1971.418	1971.975	1969.591	1971.688	2785	0	200
2023.07.26	11:00:00	1971.664	1974.149	1971.287	1971.911	3670	0	200
2023.07.26	12:00:00	1972.038	1974.083	1971.205	1972.247	4671	0	200
2023.07.26	13:00:00	1972.239	1972.239	1963.682	1966.640	6897	0	200
2023.07.26	14:00:00	1966.609	1969.211	1964.221	1968.941	6005	0	200
2023.07.26	15:00:00	1968.943	1974.960	1968.483	1972.347	5239	0	200
2023.07.26	16:00:00	1972.374	1973.312	1969.866	1970.278	3409	0	200
2023.07.26	17:00:00	1970.248	1970.368	1967.681	1969.266	3349	0	200
2023.07.26	18:00:00	1969.238	1978.243	1965.531	1977.192	13891	0	200
2023.07.26	19:00:00	1977.203	1977.446	1971.721	1974.807	6960	0	200
2023.07.26	20:00:00	1974.777	1974.777	1972.007	1972.102	2133	0	200
2023.07.26	22:00:00	1971.871	1974.748	1970.942	1973.451	2570	0	200
2023.07.26	23:00:00	1973.448	1973.856	1971.707	1972.009	1745	0	200
2023.07.27	00:00:00	1972.012	1972.926	1971.117	1972.368	2296	0	200
2023.07.27	01:00:00	1972.369	1977.978	1972.188	1977.736	4121	0	200
2023.07.27	02:00:00	1977.758	1982.133	1977.758	1979.185	3986	0	200
2023.07.27	03:00:00	1979.201	1979.531	1976.748	1977.879	2415	0	200
2023.07.27	04:00:00	1977.905	1978.715	1976.552	1976.692	2599	0	200
2023.07.27	05:00:00	1976.661	1976.753	1975.012	1975.671	3002	0	200
2023.07.27	06:00:00	1975.698	1977.316	1974.004	1974.743	4005	0	200
2023.07.27	07:00:00	1974.774	1982.081	1974.223	1979.892	4945	0	200
2023.07.27	08:00:00	1979.922	1981.053	1975.739	1975.840	4080	0	200
2023.07.27	09:00:00	1975.853	1978.001	1973.557	1975.341	3925	0	200
2023.07.27	10:00:00	1975.342	1976.810	1974.929	1976.139	3283	0	200
2023.07.27	11:00:00	1976.141	1979.001	1975.518	1978.989	3320	0	200
2023.07.27	12:00:00	1979.002	1979.066	1957.770	1960.162	10952	0	200
2023.07.27	13:00:00	1960.192	1960.354	1943.120	1945.329	14039	0	200
2023.07.27	14:00:00	1945.296	1947.774	1942.642	1944.548	8770	0	200
2023.07.27	15:00:00	1944.557	1947.362	1943.791	1946.880	4835	0	200
2023.07.27	16:00:00	1946.849	1947.739	1942.018	1944.221	3995	0	200
2023.07.27	17:00:00	1944.252	1949.632	1943.378	1948.709	7935	0	200
2023.07.27	18:00:00	1948.721	1948.833	1943.971	1945.341	4033	0	200
2023.07.27	19:00:00	1945.352	1947.364	1943.576	1944.140	3879	0	200
2023.07.27	20:00:00	1944.107	1945.350	1943.373	1945.030	2022	0	200
2023.07.27	22:00:00	1946.404	1947.573	1946.185	1946.879	1970	0	200
2023.07.27	23:00:00	1946.880	1948.058	1945.447	1947.443	2703	0	200
2023.07.28	00:00:00	1947.411	1947.847	1946.054	1946.931	3491	0	200
2023.07.28	01:00:00	1946.921	1951.172	1946.618	1950.974	4551	0	200
2023.07.28	02:00:00	1950.972	1952.228	1948.473	1952.085	3683	0	200
2023.07.28	03:00:00	1952.077	1954.920	1950.109	1954.185	12583	0	200
2023.07.28	04:00:00	1954.216	1956.695	1950.558	1951.819	7470	0	200
2023.07.28	05:00:00	1951.851	1953.322	1950.631	1952.679	4969	0	200
2023.07.28	06:00:00	1952.646	1953.506	1949.999	1951.534	5762	0	200
2023.07.28	07:00:00	1951.495	1953.356	1948.219	1949.603	6305	0	200
2023.07.28	08:00:00	1949.666	1950.374	1947.819	1949.466	4298	0	200
2023.07.28	09:00:00	1949.465	1953.673	1948.319	1951.873	4108	0	200
2023.07.28	10:00:00	1951.906	1954.545	1950.982	1953.082	3494	0	200
2023.07.28	11:00:00	1953.066	1957.960	1953.024	1956.578	4064	0	200
2023.07.28	12:00:00	1956.544	1961.044	1954.097	1955.588	8841	0	200
2023.07.28	13:00:00	1955.557	1957.972	1952.244	1955.891	7765	0	200
2023.07.28	14:00:00	1955.927	1960.567	1955.020	1960.186	7394	0	200
2023.07.28	15:00:00	1960.207	1963.355	1959.706	1960.909	4832	0	200
2023.07.28	16:00:00	1960.892	1963.460	1960.272	1961.078	3456	0	200
2023.07.28	17:00:00	1961.058	1962.374	1958.803	1959.564	3128	0	200
2023.07.28	18:00:00	1959.600	1960.885	1958.980	1959.030	2643	0	200
2023.07.28	19:00:00	1959.030	1959.463	1957.479	1959.081	2635	0	200
2023.07.28	20:00:00	1959.049	1959.547	1958.603	1959.184	1454	0	200
2023.07.30	22:00:00	1959.875	1960.470	1959.378	1960.068	1533	0	200
2023.07.30	23:00:00	1960.070	1960.175	1957.373	1958.070	2429	0	200
2023.07.31	00:00:00	1958.054	1958.828	1956.366	1958.184	2920	0	200
2023.07.31	01:00:00	1958.214	1958.525	1955.450	1956.683	4946	0	200
2023.07.31	02:00:00	1956.667	1958.390	1956.072	1956.635	3629	0	200
2023.07.31	03:00:00	1956.625	1957.524	1953.697	1954.551	2807	0	200
2023.07.31	04:00:00	1954.539	1955.810	1953.393	1954.405	2865	0	200
2023.07.31	05:00:00	1954.397	1955.275	1953.056	1955.048	3237	0	200
2023.07.31	06:00:00	1955.018	1957.060	1953.595	1954.845	3781	0	200
2023.07.31	07:00:00	1954.875	1956.217	1953.214	1954.846	4048	0	200
2023.07.31	08:00:00	1954.815	1955.887	1950.718	1953.532	3845	0	200
2023.07.31	09:00:00	1953.501	1957.130	1953.307	1956.827	3618	0	200
2023.07.31	10:00:00	1956.817	1958.383	1956.394	1958.383	3122	0	200
2023.07.31	11:00:00	1958.385	1961.041	1957.941	1959.030	3471	0	200
2023.07.31	12:00:00	1959.060	1966.969	1957.477	1965.468	5793	0	200
2023.07.31	13:00:00	1965.470	1972.326	1962.794	1971.382	6984	0	200
2023.07.31	14:00:00	1971.415	1971.906	1965.574	1967.258	6365	0	200
2023.07.31	15:00:00	1967.238	1971.587	1966.654	1970.636	4096	0	200
2023.07.31	16:00:00	1970.646	1972.201	1970.175	1970.919	3074	0	200
2023.07.31	17:00:00	1970.936	1971.996	1970.476	1970.953	2789	0	200
2023.07.31	18:00:00	1970.959	1971.003	1966.338	1966.419	2641	0	200
2023.07.31	19:00:00	1966.393	1966.979	1964.209	1964.482	3138	0	200
2023.07.31	20:00:00	1964.514	1965.939	1964.514	1965.407	1984	0	200
2023.07.31	22:00:00	1965.745	1965.944	1964.579	1965.535	1423	0	200
2023.07.31	23:00:00	1965.542	1965.647	1963.846	1963.907	1742	0	200
2023.08.01	00:00:00	1963.876	1964.628	1962.965	1963.359	2438	0	200
2023.08.01	01:00:00	1963.329	1963.866	1960.677	1960.926	3344	0	200
2023.08.01	02:00:00	1960.887	1961.032	1958.972	1960.532	3255	0	200
2023.08.01	03:00:00	1960.501	1962.656	1959.712	1962.139	2951	0	200
2023.08.01	04:00:00	1962.130	1962.277	1958.899	1959.638	2708	0	200
2023.08.01	05:00:00	1959.607	1960.144	1958.252	1958.895	2972	0	200
2023.08.01	06:00:00	1958.895	1959.120	1955.860	1957.598	3607	0	200
2023.08.01	07:00:00	1957.595	1957.597	1954.449	1955.437	4513	0	200
2023.08.01	08:00:00	1955.404	1957.187	1954.687	1955.803	3889	0	200
2023.08.01	09:00:00	1955.802	1957.657	1955.705	1956.860	3159	0	200
2023.08.01	10:00:00	1956.830	1957.387	1954.464	1956.217	3320	0	200
2023.08.01	11:00:00	1956.248	1956.590	1953.013	1953.546	3808	0	200
2023.08.01	12:00:00	1953.562	1955.767	1945.935	1946.795	7894	0	200
2023.08.01	13:00:00	1946.826	1948.749	1944.245	1947.894	8508	0	200
2023.08.01	14:00:00	1947.957	1953.448	1943.479	1946.599	9820	0	200
2023.08.01	15:00:00	1946.610	1946.711	1941.267	1944.199	4912	0	200
